Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
S3_6476783	0.003	-1.0025E-2	-1.5971E-2	-3.2342E-2	0.05803
S3_6476790	-5.684E-3	0.00613	-2.1701E-2	0.04499	0.02069
S3_6476793	-8.2461E-3	0.0047	-2.3455E-2	0.0459	0.01784
S3_6476796	-4.5646E-3	-2.7709E-3	0.00219	0.01597	-6.002E-3
S3_6476797	-1.4017E-2	0.00608	-2.3779E-2	0.04325	0.01224
S3_6476799	-1.5259E-2	0.00521	-2.0098E-2	0.04276	0.01026
S3_6488935	-1.4565E-2	-5.1681E-3	0.00636	-1.4359E-2	-1.0423E-3
S3_6488958	-3.2775E-2	-1.2555E-2	-8.4548E-3	-3.0918E-2	0.01088
S3_6488965	-3.3697E-2	-1.5321E-2	-7.8158E-3	-3.2283E-2	0.01542
S3_6488967	-3.4151E-2	-1.5462E-2	-8.3924E-3	-3.2036E-2	0.01578
S3_6488999	-3.8155E-2	-1.7648E-2	-7.3107E-3	-3.9928E-2	0.02342
S3_6625447	0.03834	8.2651E-4	-3.8632E-2	0.01045	0.03098
S3_6625459	-9.0157E-3	0.00246	0.04629	0.01109	0.036
S3_6625488	-6.6155E-3	-2.744E-3	0.03174	-3.9077E-3	0.03196
S3_6803173	-2.7421E-2	0.01731	0.00472	-4.5055E-3	0.05706
S3_6847152	6.5193E-4	-1.7929E-2	0.01558	-3.1452E-2	0.01446
S3_6957562	-4.7737E-3	-1.4183E-2	-1.4162E-3	0.00714	-1.0527E-2
S3_7078783	-3.0212E-3	0.0062	-9.9597E-3	0.00134	0.01876
S3_7676871	-1.4943E-2	-5.2385E-2	0.00904	-3.7515E-4	0.0501
S3_7792775	-1.4258E-2	-1.9273E-2	0.01207	0.04708	6.8288E-6
S3_7844154	-1.7774E-3	-8.5391E-3	-2.0749E-3	0.01281	-8.6459E-3
S3_7908534	0.00359	-1.8981E-3	0.02346	-4.4976E-2	0.02228
S3_7908701	0.00912	-2.15E-3	-2.3434E-4	-7.449E-3	0.01101
S3_7919352	-4.1069E-2	-1.8222E-2	-2.3003E-2	-1.9213E-2	0.02169
S3_8114766	-7.5081E-3	-1.8682E-2	-1.4813E-3	0.00979	-1.8737E-2
S3_8173816	-4.2946E-5	0.00519	-1.3393E-2	0.00116	0.00685
S3_8173817	-9.517E-4	0.00461	-1.1261E-2	0.00203	0.00617
S3_8173819	-1.3803E-5	0.00448	-1.0802E-2	0.00268	0.00615
S3_8267983	-2.5772E-2	0.03736	-8.0148E-3	8.7606E-4	-2.3945E-3
S3_8375793	-3.7507E-3	-1.9474E-3	-4.1883E-3	0.00759	-7.6904E-3
S3_8376557	-6.0785E-3	0.01629	0.04206	0.03017	0.01344
S3_8644284	-2.3835E-3	0.0115	0.02434	0.03452	-3.0868E-3
S3_8729233	-5.2122E-3	-4.1842E-2	-1.0805E-2	-5.6549E-3	0.02331
S3_8729714	-3.8121E-3	-1.7343E-2	-8.7813E-3	0.00327	-4.0176E-3
S3_8891038	0.00264	-1.7023E-3	0.00709	-2.7031E-3	-1.4797E-2
S3_9065963	-5.3043E-3	-7.1226E-3	-1.2332E-2	5.0562E-4	0.03959
S3_9065966	-4.0204E-3	0.01134	-6.2541E-3	0.00128	0.01282
S3_9066006	-3.0171E-2	0.0162	-2.326E-2	0.00633	-2.8155E-3
S3_9405242	0.00368	0.00391	0.0017	-1.5416E-3	-9.5489E-3
S3_9423509	0.00231	-1.2722E-3	0.00166	0.00187	-3.8056E-3
S3_9526203	0.02516	0.00852	-2.8577E-2	0.01814	0.01298
S3_9580893	-8.7417E-5	0.00551	-1.6768E-3	0.00342	-5.6371E-3
S3_9722534	-6.1148E-4	2.7282E-4	0.00527	-6.3543E-4	-7.3669E-3
S3_9722646	-1.2073E-2	-2.0801E-2	9.6653E-5	0.02548	0.00681
S3_9760451	0.02526	0.00735	-4.8896E-3	0.0174	0.04209
S3_9760460	0.02448	0.00724	-2.6903E-3	0.02265	0.04541
S3_9760471	0.02461	0.00456	-4.2014E-3	0.02073	0.03943
S3_9760508	-3.9514E-2	-1.0648E-3	-3.5739E-2	-1.1494E-2	0.0406
S3_9796765	0.005	-1.6416E-3	4.2702E-4	0.00821	-9.2385E-3
S3_9796770	0.00556	-1.0157E-3	0.00103	0.0068	-8.7207E-3
S3_9796771	0.00544	-1.1698E-3	2.9495E-4	0.00766	-8.5201E-3
S3_9796773	0.00475	-8.5588E-4	7.9774E-4	0.00616	-9.9454E-3
S3_9796794	0.01034	-4.3939E-4	-2.9713E-3	0.01149	-1.2828E-2
S3_9887611	0.00323	0.00299	-7.6839E-4	9.4187E-4	0.00661
S3_10214125	0.00117	0.00601	0.01942	0.02631	-1.7972E-3
S3_10318037	-1.9608E-3	0.01132	0.02688	0.02763	0.00267
S3_10325556	-1.4214E-3	-1.799E-2	0.0226	-5.2355E-2	0.02596
S3_10325568	0.02505	-1.2214E-2	-4.5316E-2	0.0271	0.00311
S3_10325584	0.02689	-1.3265E-2	-4.4984E-2	0.02711	0.00373
S3_10366520	0.00436	-2.544E-2	-1.1217E-3	-2.8097E-2	0.04438
S3_10366523	0.00517	-2.6761E-2	7.8344E-4	-3.0829E-2	0.04706
S3_10366538	-2.2609E-2	0.00999	-2.5848E-3	-1.6007E-2	-5.1538E-3
S3_10445298	0.00664	-5.3331E-3	-5.7688E-4	-4.5251E-3	0.01529
S3_10968117	-2.7579E-2	0.01333	-1.6155E-2	-1.3741E-2	0.01491
S3_10968172	-2.6114E-2	0.01473	-2.1617E-2	-2.8214E-2	0.00918
S3_10968200	-2.1072E-2	0.00879	-2.2133E-2	-2.1878E-2	0.0165
S3_10968207	-2.1798E-2	0.01052	-2.0026E-2	-2.1344E-2	0.01457
S3_10968223	-2.0902E-2	0.01242	-1.2323E-2	-1.74E-2	0.00137
S3_10968234	-1.8327E-2	0.01406	-5.2537E-3	-1.3226E-2	-4.7569E-3
S3_10968266	-2.0181E-2	0.01362	-1.8322E-2	-1.485E-2	0.01212
S3_10968279	0.02463	0.00248	-4.3874E-2	0.01855	0.01928
S3_10968285	-1.7765E-2	0.01034	-2.1947E-2	-8.7629E-3	0.01887
S3_11976957	0.019	0.00403	-2.8037E-2	0.007	0.01685
S3_14194371	-5.2956E-3	-1.8683E-3	-2.8043E-2	0.00654	0.03206
S3_14198977	-1.0461E-2	0.00279	-1.8529E-2	0.01216	0.00504
S3_14198978	-9.1803E-3	0.00514	-2.8314E-2	0.03131	0.03027
S3_14198999	-1.2422E-2	0.00689	-2.0133E-2	0.02577	0.00965
S3_14199000	-1.0646E-2	0.00526	-1.9258E-2	0.01516	0.00596
S3_14199015	-9.3027E-3	0.00878	-1.6236E-2	0.0206	0.00687
S3_14199017	-9.8124E-3	0.00415	-2.2115E-2	0.01957	0.01003
S3_14201045	0.00293	-1.2362E-2	-1.0294E-2	0.00968	-3.4417E-3
S3_14201066	0.00392	0.01036	0.00247	-7.5161E-3	0.03014
S3_14201068	0.0035	-1.2958E-2	-1.1147E-2	0.00814	-3.3692E-3
S3_14201071	0.0043	-1.3576E-2	-1.2291E-2	0.00679	-6.7811E-4
S3_14201493	-1.3475E-3	0.01443	-4.0241E-3	-1.7039E-3	0.00256
S3_14201495	0.00164	0.01201	-7.5279E-4	-2.7124E-3	0.00282
S3_14201496	-3.2775E-5	0.01296	-3.6651E-3	-2.707E-3	0.00228
S3_14201539	0.00536	0.00495	0.00313	1.1605E-4	-5.8813E-3
S3_14201541	0.00398	0.00442	0.00152	0.00134	-6.723E-3
S3_14201542	0.00477	0.00452	0.00154	0.00141	-5.0555E-3
S3_14201612	0.00314	0.00166	-7.7232E-4	0.00311	-1.0291E-2
S3_14201620	-7.0571E-3	0.00985	-2.8008E-2	0.02293	0.0302
S3_14201628	-6.8076E-3	0.01097	-2.5896E-2	0.01895	0.03066
S3_14201632	0.00559	0.00482	-5.4105E-3	0.00397	-3.5916E-3
S3_14201637	0.00512	0.00379	-7.9311E-3	0.00612	0.00248
S3_14201653	0.00462	0.00227	-1.2593E-2	0.00932	0.02429
S3_14201654	0.00493	0.00336	-1.2633E-2	0.0102	0.02485
S3_14201655	0.00458	0.00253	-1.0287E-2	0.01162	0.02326
S3_14201659	7.2737E-4	0.00202	-2.3402E-3	0.00293	0.01447
S3_14201662	-7.0871E-4	0.00413	-1.9353E-3	0.00462	0.01431
S3_14202816	0.00418	0.0095	-1.5959E-2	0.01845	0.01889
S3_14202823	5.1498E-4	0.00609	-1.8098E-2	0.02029	0.02145
S3_14204743	7.1367E-4	-2.766E-3	0.01647	-2.0083E-4	-2.9204E-2
S3_14204748	0.00313	-5.4856E-3	0.01608	-8.3585E-4	-1.664E-2
S3_14204779	-6.4395E-3	-1.0979E-3	-2.4595E-2	0.00678	0.02733
S3_14569959	0.00268	0.00174	0.01147	0.001	-1.2974E-2
S3_15004395	-9.9591E-5	-5.9608E-4	-7.2699E-3	0.00193	0.00748
S3_15800008	-1.7017E-2	0.03454	-3.2393E-3	-4.4158E-2	0.05617
S3_15866180	-2.4097E-3	-8.0734E-3	0.01023	-1.3885E-2	-1.0008E-2
S3_15868863	-4.3421E-3	0.01562	0.02632	0.03765	0.00326
S3_15868865	-2.6144E-2	0.01512	5.0268E-4	-3.5319E-2	0.02366
S3_15868976	-2.6553E-2	0.01175	0.00465	-4.4692E-2	0.02597
S3_15869093	-2.0371E-2	0.01244	0.01043	-3.2715E-2	0.01591
S3_15985156	-3.0035E-2	0.0023	-9.679E-3	-2.1318E-2	0.02979
S3_15985179	-3.0957E-2	8.7677E-4	-7.1005E-3	-2.563E-2	0.01971
S3_15985223	-3.3956E-2	-1.3171E-3	7.5942E-4	-3.5659E-2	0.01085
S3_15985328	0.02785	-1.3992E-4	-1.7743E-2	0.03391	0.01339
S3_15985347	0.02462	-3.571E-3	-1.3776E-2	0.03462	0.01863
S3_15985350	0.02317	-3.5776E-3	-1.4856E-2	0.03383	0.0228
S3_15985373	0.02459	-5.5339E-3	-1.4507E-2	0.01517	0.02663
S3_15985389	-3.7272E-2	0.05495	-2.4344E-3	0.01272	-1.2834E-2
S3_15988858	-4.1722E-2	-8.8432E-3	-1.3462E-2	-2.8384E-2	0.00673
S3_15988901	-3.9251E-3	-1.0984E-2	0.01436	-2.3609E-2	0.01443
S3_15989033	-2.7386E-2	0.02676	-4.4296E-3	-4.2198E-3	-1.0847E-2
S3_16273116	-2.7961E-3	-2.1428E-2	0.02178	0.00375	0.03884
S3_16273165	-4.0506E-2	0.02053	-2.348E-2	-1.2916E-3	-7.9048E-3
S3_16468889	-2.7673E-2	0.02656	-8.5847E-3	-5.751E-3	-2.7818E-3
S3_16468921	0.02956	6.272E-4	-2.2003E-2	-1.2299E-2	0.03304
S3_16621563	-2.5831E-2	0.03888	-7.5127E-3	-1.8514E-3	-8.7156E-3
S3_16897375	0.02412	0.00247	-2.983E-2	0.01076	0.02433
S3_16897415	0.02324	0.006	-2.9572E-2	0.01084	0.02664
S3_16897434	0.02553	0.00825	-2.2787E-2	0.00523	0.01723
S3_16897442	0.02469	0.00882	-2.345E-2	0.00361	0.01809
S3_16897443	0.02548	0.00877	-2.3297E-2	0.00416	0.01881
S3_16909505	-2.6598E-2	0.02892	-2.5367E-4	-2.7359E-2	0.00863
S3_16909519	-2.7375E-2	0.03024	-2.4786E-3	-2.6748E-2	0.00802
S3_16913525	-3.4592E-2	0.02368	0.01437	-1.2733E-2	0.02519
S3_16913541	-3.2914E-2	0.02449	0.01526	-7.8334E-3	0.02096
S3_16913569	0.02786	0.00788	-3.6097E-2	0.02627	0.0212
S3_16913574	-2.5335E-2	0.03299	-1.3504E-2	-6.5105E-3	-9.9616E-3
S3_16913598	-4.2974E-2	0.01274	0.01847	-1.849E-2	0.04102
S3_17077908	0.00107	-4.2114E-4	0.00243	-1.0026E-2	0.00345
S3_17123845	-6.5171E-3	0.01172	7.0429E-4	6.4708E-4	-4.8474E-3
S3_17472375	0.00363	0.00372	0.0106	6.1144E-4	-8.7346E-3
S3_17472376	-3.7393E-2	-3.2393E-2	-3.1E-2	0.001	0.01104
S3_17472427	-2.2581E-2	0.02055	-1.6531E-2	-9.2123E-4	-4.8717E-3
S3_17493506	-3.4602E-2	0.00549	0.02456	-7.3577E-3	0.04627
S3_17493516	-3.4733E-2	0.00389	0.02917	-1.2119E-2	0.04428
S3_17677191	8.2651E-4	-2.1953E-3	0.00526	-6.356E-3	-1.0255E-2
S3_17716952	-7.8745E-3	-2.2638E-2	-6.4122E-3	0.00488	-1.3076E-2
S3_17716963	0.0395	0.0083	-3.2154E-2	0.01901	0.01341
S3_17779389	0.00188	0.00823	0.05273	-2.9659E-2	0.02907
S3_17779496	0.00553	0.04612	-4.0756E-2	0.00996	0.00656
S3_18021440	0.01049	4.6258E-4	-5.3561E-3	-5.8167E-3	0.00414
S3_18021479	0.01132	-2.3234E-4	-9.1497E-3	-5.4081E-3	0.00919
S3_18037080	-3.5806E-2	0.00634	-2.3496E-2	0.00614	-1.1177E-2
S3_18037090	-3.9473E-2	0.00237	-3.0548E-2	0.00735	-5.6932E-3
S3_18052639	0.01718	-3.7211E-2	-4.8276E-2	0.02511	-4.5926E-3
S3_18052642	0.03533	0.01481	-2.1486E-2	0.0094	0.00922
S3_18052670	0.01082	-3.1545E-2	-3.7701E-2	0.02922	0.01172
S3_18052686	0.00967	-3.3487E-2	-4.0089E-2	0.03018	0.00951
S3_18052705	0.00392	-1.8452E-3	0.03914	-1.6158E-2	0.06094
S3_18131450	-3.3759E-2	-3.7062E-3	-3.4954E-2	0.00174	0.01042
S3_18131504	-4.6253E-2	-2.4672E-2	-4.5519E-2	0.00827	0.01167
S3_18166898	0.03175	0.0018	-4.2138E-2	0.01997	0.00961
S3_18375386	-8.8772E-3	-1.9774E-2	-6.7114E-3	-2.931E-3	-3.8601E-3
S3_18504868	-1.3674E-2	0.00974	-8.1478E-3	-4.2465E-3	-8.8486E-3
S3_18504870	-1.3504E-2	0.00963	-8.4622E-3	-4.3513E-3	-7.9569E-3
S3_18504882	-2.2161E-2	0.01134	-2.0211E-2	-4.4746E-3	4.4275E-4
S3_18504899	-2.4186E-2	0.00888	-2.8537E-2	0.00352	0.01126
S3_18614226	0.02683	0.00796	-2.3984E-2	0.00735	0.02155
S3_18741623	-1.1656E-2	-4.3177E-2	-1.5823E-2	0.01735	0.00566
S3_18741633	-1.1755E-2	-4.2989E-2	-1.308E-2	0.01769	-2.3666E-3
S3_18890919	0.00172	-5.5556E-3	0.03225	-5.0473E-2	0.02604
S3_18890932	0.00126	-4.7621E-3	0.03038	-4.4268E-2	0.02077
S3_18941485	0.03041	0.02448	-2.6382E-2	0.02045	-4.7353E-3
S3_18941507	-1.7886E-2	0.01903	-8.0163E-3	-6.3227E-3	-5.3662E-3
S3_19026630	0.00189	0.03841	-5.369E-2	0.01534	0.02279
S3_19026664	0.00581	0.04378	-5.1165E-2	0.01418	0.01684
S3_19030594	0.03891	0.01007	-3.5306E-2	0.0135	0.03964
S3_19117686	-3.9803E-2	-3.5307E-3	-4.2982E-2	0.01566	-2.5909E-3
S3_19117758	0.03246	0.01129	-2.7246E-2	0.02726	0.0186
S3_19165563	0.00244	-3.3559E-3	0.01087	-1.5023E-3	-8.1288E-4
S3_19188526	-1.2153E-2	-3.8757E-2	-7.5123E-4	-1.8503E-2	0.00872
S3_19188646	-1.4154E-2	-4.1146E-2	-2.5948E-3	-1.5472E-2	0.00877
S3_19225488	-2.3835E-2	0.0359	-1.0001E-2	-5.3253E-3	-7.8239E-3
S3_19268080	-3.3952E-2	0.02481	-8.5481E-3	0.00402	-1.6862E-2
S3_19333784	-9.8665E-4	0.00213	0.0127	-2.5859E-3	-4.626E-3
S3_19333785	3.6216E-4	-1.452E-3	0.01274	0.00337	-3.4797E-3
S3_19372559	-7.545E-3	-1.9689E-2	-4.187E-3	0.0093	-6.0306E-3
S3_19425742	-3.3502E-2	-1.9985E-2	-4.6489E-2	-7.4112E-3	0.01534
S3_19470890	-4.5742E-3	-3.7899E-3	-1.9336E-3	-6.1081E-3	0.00873
S3_19494600	-1.6978E-2	-4.374E-2	-1.8875E-2	0.01308	-1.1663E-2
S3_19494609	-4.0483E-2	-2.4146E-2	-3.0774E-2	-4.2134E-3	0.00337
S3_19494690	-4.3142E-2	-2.1059E-2	-3.9254E-2	0.01697	-5.8258E-3
S3_19504825	-4.1728E-2	-6.4707E-3	-2.8869E-2	0.01618	-7.2657E-3
S3_19506109	-5.3833E-3	-9.6263E-3	-1.1387E-2	0.02802	-5.295E-3
S3_19506110	-4.3653E-3	-1.0639E-2	-6.459E-3	0.02631	-7.623E-3
S3_19506111	-4.5337E-3	-1.0413E-2	-7.1386E-3	0.02592	-8.0108E-3
S3_19506112	-4.4841E-3	-1.0133E-2	-7.5275E-3	0.02326	-9.1336E-3
S3_19506115	-7.816E-3	-1.2345E-2	-7.9925E-3	0.02911	-5.1726E-3
S3_19506518	-1.2191E-4	-2.462E-3	-1.8045E-4	0.01055	-8.9722E-3
S3_19506524	0.00188	0.00266	0.00359	0.00944	-9.9213E-3
S3_19506534	0.00474	-3.1986E-3	-2.7635E-3	0.00665	-3.3621E-3
S3_19506540	-3.908E-3	-4.9518E-3	0.0011	0.00765	-1.2504E-2
S3_19506549	-1.2517E-3	-3.8537E-3	-2.805E-3	0.01213	-9.3788E-3
S3_19506563	9.8997E-4	0.00101	-5.8157E-3	0.0094	-8.7255E-3
S3_19506740	0.037	0.00861	-3.6958E-2	0.02287	0.0102
S3_19535857	-3.7724E-2	-1.5486E-2	-4.6129E-2	0.01743	0.00597
S3_19543012	0.02204	0.01809	-9.7086E-3	0.05602	0.01687
S3_19543023	-4.432E-2	-1.04E-2	-3.6365E-2	0.01462	-3.875E-3
S3_19546356	-3.9091E-2	-2.151E-2	-3.71E-2	0.01062	-6.6098E-3
S3_19570403	0.0286	0.01919	-2.8728E-2	0.01834	0.02833
S3_19570635	-2.5935E-2	0.02539	-1.5712E-2	-6.1714E-4	-8.573E-3
S3_19601326	5.4078E-4	0.00574	0.02842	0.03377	0.01434
S3_19627212	-5.3485E-2	-1.162E-2	-1.806E-2	0.0344	0.01738
S3_19744132	0.02409	2.2139E-4	-8.7211E-3	0.06946	0.01621
S3_19744225	-6.6082E-3	0.00491	0.01713	0.0427	0.00718
S3_19809940	8.17E-5	0.0076	0.05477	-2.5029E-3	0.0335
S3_19809979	0.00101	0.00129	0.05221	-5.7217E-3	0.03912
S3_19809991	6.6029E-4	0.00236	0.05174	-2.8622E-3	0.04286
S3_19911288	0.00364	0.00428	-1.8491E-3	-7.833E-4	0.00233
S3_19913837	0.00951	-1.2843E-2	-9.6145E-4	-1.3929E-2	0.02302
S3_19952711	-5.1525E-3	-1.472E-2	9.7745E-4	0.00561	-1.7429E-2
S3_19952905	0.03091	0.01241	-3.9717E-2	0.01434	0.02081
S3_19952915	0.0038	-4.6229E-3	0.012	0.03031	0.01261
S3_19952919	-2.7357E-3	0.00371	-7.4429E-4	-3.5537E-3	-1.68E-2
S3_19955522	-2.2376E-2	0.0314	-9.1301E-3	0.02038	0.01575
S3_19955576	0.00196	-1.0385E-3	0.00478	0.02237	0.00679
S3_20018507	0.01283	8.5079E-4	0.03407	-6.7017E-2	0.04604
S3_20018537	0.01505	0.00224	0.02876	-6.0249E-2	0.04944
S3_20018547	-1.0546E-2	-4.1435E-2	-2.1199E-2	0.01999	-6.5542E-3
S3_20050567	0.00441	0.0022	-9.2912E-3	-1.6355E-3	0.00899
S3_20050571	2.8486E-4	-4.7208E-4	0.00938	-3.148E-3	-4.6314E-3
S3_20212963	0.01576	0.0134	-1.7381E-2	0.03109	0.02992
S3_20229880	-2.8484E-2	0.02125	-1.2697E-2	-1.6978E-2	0.00119
S3_20430187	-3.554E-2	0.01393	-3.2471E-3	0.03621	0.00592
S3_20549771	-2.0856E-2	0.03151	-2.3434E-3	-9.1267E-3	1.3324E-4
S3_20560052	0.00165	-3.1447E-3	0.00321	-5.5547E-3	-1.265E-2
S3_20560053	0.00198	-4.0168E-3	0.00247	-6.5209E-3	-1.2849E-2
S3_20560056	0.00188	-3.7128E-3	0.00172	-5.9116E-3	-1.1404E-2
S3_20560057	0.00203	-3.2158E-3	0.00328	-4.1162E-3	-1.117E-2
S3_20560060	0.00212	-3.5077E-3	0.00196	-5.9533E-3	-1.1405E-2
S3_20595233	5.8585E-4	0.00414	0.0239	0.01964	-4.2062E-3
S3_20624162	-2.9463E-3	-3.6012E-2	0.00117	-1.1532E-2	0.02586
S3_20699915	-2.1613E-2	0.01886	-4.8689E-4	0.01959	-3.4951E-3
S3_20711415	0.01233	7.3849E-4	-4.9546E-3	-4.4033E-3	0.00658
S3_20789821	-3.9752E-2	-6.2085E-3	-2.1818E-3	0.02416	0.0224
S3_20833663	-4.5387E-3	-1.4246E-2	-1.4226E-3	5.9484E-4	-1.8173E-2
S3_20863328	-3.1585E-3	-4.2015E-2	1.275E-4	-3.2581E-2	0.03217
S3_20878733	-1.6785E-3	-1.6143E-2	-1.0178E-2	0.01019	-5.5305E-3
S3_20897343	0.00752	-5.9824E-3	5.1854E-4	-6.5574E-3	0.00416
S3_20897399	0.00556	-6.986E-3	0.00104	-2.8672E-3	0.00476
S3_20897450	-2.5061E-2	0.03738	-1.1487E-2	-1.4708E-2	-1.4311E-3
S3_21034694	-5.3331E-3	-2.7939E-2	-3.783E-3	-2.0003E-2	0.00672
S3_21060837	0.02762	0.01418	-2.8423E-2	0.02186	0.0296
S3_21130058	-6.5523E-3	-2.0581E-2	-6.4511E-3	0.00729	-9.8596E-3
S3_21130106	-3.6973E-2	-6.6759E-3	-2.569E-2	-1.4279E-2	0.02749
S3_21262467	0.03041	0.01801	5.1748E-4	-2.5158E-2	0.04875
S3_21288833	-3.9768E-2	0.0096	-2.5205E-2	0.0103	-9.9318E-3
S3_21288865	-2.8962E-3	-1.2358E-2	0.00164	-1.3249E-3	-1.1265E-2
S3_21288922	-2.2588E-3	0.01193	0.02075	0.01654	-4.9744E-3
S3_21428637	4.1647E-4	0.00521	0.02774	0.00782	-1.9449E-3
S3_21740489	0.00206	9.6445E-4	0.00471	-4.7137E-3	-1.6068E-2
S3_21828059	0.02094	0.00157	-3.5494E-2	0.02144	0.01469
S3_21931857	-3.9217E-3	1.3905E-4	-4.8657E-3	0.00626	0.01178
S3_22737870	0.0372	0.00236	-2.6962E-2	-1.6929E-3	0.05053
S3_22747145	0.04083	0.02087	-2.445E-2	0.00542	-7.977E-3
S3_22956196	-2.0274E-2	0.01418	-1.472E-2	-2.4E-2	0.04223
S3_22956199	-4.4967E-3	-1.4607E-2	-2.4144E-3	0.00149	-1.2988E-2
S3_23038295	-1.2037E-2	-3.5936E-2	-1.0803E-2	0.00991	-1.7072E-2
S3_23053613	0.04269	0.01617	-2.0435E-2	0.01971	-4.3625E-3
S3_23091437	-6.9479E-3	-2.3011E-2	-1.0301E-2	0.00736	-9.0941E-3
S3_23091455	-5.4142E-2	-3.4452E-2	-4.3235E-2	0.02107	-1.3565E-2
S3_23091510	-4.0881E-2	-8.0643E-3	-2.8065E-2	0.00828	-1.2676E-2
S3_23137106	0.02981	0.01023	-2.3072E-2	5.2422E-4	0.03018
S3_23137115	0.0296	0.01079	-2.3729E-2	0.00321	0.02805
S3_23137123	0.02896	0.0111	-2.7649E-2	0.00514	0.02672
S3_23218723	-1.0232E-2	-3.0925E-2	0.00783	-1.5767E-2	0.01272
S3_23285414	-3.4676E-2	0.00897	-3.8773E-3	-2.3375E-2	0.02309
S3_23446157	-3.4342E-2	0.00864	0.0108	-1.9741E-2	0.06018
S3_23446166	0.03655	0.01185	-3.436E-2	0.02357	0.02061
S3_23455876	-2.1975E-2	0.02851	-9.0232E-3	-9.4331E-4	-1.0492E-2
S3_23455881	-9.9018E-3	-3.4616E-2	-1.4799E-2	0.0154	-1.2172E-2
S3_23455921	-2.8549E-2	0.00862	0.01556	7.7963E-4	0.04932
S4_38232	-8.6603E-4	-3.7907E-2	-1.4877E-2	-6.4178E-3	0.02279
S4_336134	-2.6679E-2	0.01099	-9.1488E-4	0.01761	0.04627
S4_336135	-6.6627E-3	-1.9504E-2	-5.2845E-3	-2.2566E-4	-1.041E-2
S4_366495	-7.9189E-3	-3.6114E-2	0.01484	0.00111	0.04551
S4_461726	0.00881	-2.0152E-2	-3.4455E-4	-2.2614E-2	0.04839
S4_461919	-3.4094E-4	0.04409	-5.3236E-2	-1.0705E-2	0.03479
S4_494705	-1.7202E-3	0.00699	0.04367	-1.4264E-2	0.03088
S4_569987	-3.1795E-2	-5.4618E-3	-2.3569E-2	0.00295	-2.8597E-3
S4_696967	-2.3179E-2	0.02509	-1.6652E-2	-3.2251E-3	-8.5999E-3
S4_697081	-1.2691E-2	-3.3447E-2	0.00187	-1.3716E-2	0.00115
S4_979292	-1.8864E-2	0.02874	-8.7315E-3	-6.2823E-3	-8.5838E-3
S4_979305	-8.6631E-3	-2.9757E-2	0.01059	-3.1311E-2	0.01562
S4_979331	-1.0579E-2	-3.297E-2	0.01009	-2.6881E-2	0.0109
S4_979332	-1.081E-2	-3.2525E-2	0.01012	-2.7268E-2	0.01077
S4_1136980	0.02212	0.00209	-3.0756E-2	0.01078	0.0152
S4_1137002	0.02268	0.00338	-3.3996E-2	0.01425	0.01767
S4_1229159	0.00911	0.04445	-2.6696E-2	-1.9108E-2	0.04221
S4_1229227	-3.713E-2	0.00725	-1.3637E-2	0.04032	0.00842
S4_1278628	0.00584	0.01442	0.00478	0.00156	-8.5819E-3
S4_1278661	-8.7672E-3	-1.1459E-2	-1.131E-2	-1.949E-4	0.03032
S4_1278684	0.00829	0.03068	-1.1678E-2	0.01062	0.02234
S4_1278698	-9.1447E-3	-2.5579E-2	-9.177E-3	0.01035	-8.9279E-3
S4_1278699	-8.2994E-3	0.02383	-2.2749E-3	-2.6458E-2	0.03316
S4_1278720	-1.0979E-2	0.02811	-3.6692E-3	-1.9952E-2	0.02171
S4_1278756	0.00217	0.02549	-7.7602E-3	-1.3583E-3	-1.7246E-2
S4_1278762	4.0109E-4	0.02338	-6.5105E-3	0.00521	-1.2307E-2
S4_1278765	0.0012	0.02501	-6.0652E-3	0.00166	-1.4974E-2
S4_1278767	0.00146	0.02373	-7.753E-3	0.00521	-7.6238E-3
S4_1278768	0.0017	0.0239	-9.0825E-3	0.00482	-8.9558E-3
S4_1278771	0.00128	0.0244	-6.1216E-3	-2.7834E-3	-1.6964E-2
S4_1278930	-4.3327E-3	-2.1927E-2	-1.0288E-2	-2.2951E-3	0.01928
S4_1278939	-4.78E-3	-1.9222E-2	-1.3802E-2	-3.4203E-3	0.02698
S4_1331471	-1.7795E-2	-3.3664E-2	0.03077	0.02052	0.05102
S4_1441412	4.8204E-4	-4.9594E-4	-7.66E-3	0.0051	0.03829
S4_1441415	-6.5507E-4	3.1348E-4	-8.2243E-3	0.00475	0.04283
S4_1441524	-9.8148E-3	0.01281	-5.8802E-2	0.01368	0.01838
S4_1443639	1.2145E-4	-2.8037E-3	-4.6865E-3	-1.6596E-3	0.01063
S4_1443640	3.8354E-5	-2.7949E-3	-4.5883E-3	-1.0019E-3	0.0107
S4_1562581	-4.606E-3	-2.15E-2	-1.3214E-3	-6.1386E-3	-7.5752E-3
S4_2227806	-2.0896E-2	0.03183	-7.9834E-3	-3.24E-3	-7.0247E-3
S4_2227812	0.02792	0.00793	-3.5474E-2	0.01611	0.01179
S4_2227840	0.02362	0.0109	-3.2186E-2	0.0102	0.02223
S4_2350624	-2.9054E-2	0.01798	-2.8746E-2	0.00594	-6.996E-3
S4_2350668	-2.9885E-2	0.01827	-2.4498E-2	0.00378	-9.0291E-3
S4_2350724	0.0117	0.00379	-1.3E-3	-6.598E-3	0.00656
